Sicheng,20:12:07,0,38,0.034,
Alec,20:12:26,0,37,0.03900000000000001,
Julian,20:12:35,1,11,0.0,
Joyce,20:35:14,0,15,0.008,
Raven,20:35:26,0,14,0.007000000000000001,
Kevin L,20:35:40,0,14,0.0018000000000000002,
linda,20:35:54,0,14,0.0026,
melvin,20:35:58,0,14,0.0024000000000000002,
Julia,20:36:26,0,13,0.0068000000000000005,
Ben,20:36:38,0,13,0.0078000000000000005,
Kathleen,20:37:05,0,13,0.002,
Jewon,20:37:19,0,12,0.0002,
Janarth,20:46:08,0,4,0.0006000000000000001,
Theja,20:46:32,0,3,0.0006000000000000001,
Anise,20:47:04,0,3,0.0,
