Sicheng,20:12:07,1,14,0.009000000000000001,
Alec,20:12:26,0,58,0.06680000000000001,
Julian,20:12:35,2,3,0.0,
Joyce,20:35:14,0,36,0.0318,
Raven,20:35:26,0,35,0.022200000000000004,
Kevin L,20:35:40,0,35,0.0546,
linda,20:35:54,0,35,0.0332,
melvin,20:35:58,0,35,0.0286,
Julia,20:36:26,0,34,0.022199999999999998,
Ben,20:36:38,1,14,0.0074,
Kathleen,20:37:05,0,34,0.03980000000000001,
Jewon,20:37:19,0,33,0.0154,
Janarth,20:46:08,0,25,0.016600000000000004,
Theja,20:46:32,0,24,0.0148,
Anise,20:47:04,0,24,0.019200000000000002,
jp,20:55:05,0,16,0.007600000000000001,
sam,20:55:29,1,0,0.0,
emily,20:56:05,0,14,0.005,
markowo,20:56:39,0,13,0.004200000000000001,
Annie,21:09:24,0,0,0.0,
jake,21:09:33,0,0,0.0,
