Sicheng,20:12:07,2,7,0.0004,
Alec,20:12:26,1,25,0.016600000000000004,
Julian,20:12:35,2,37,0.0354,
Joyce,20:35:14,1,5,0.0,
Raven,20:35:26,0,69,0.11680000000000003,
Kevin L,20:35:40,1,21,0.0094,
linda,20:35:54,2,2,0.0,
melvin,20:35:58,1,33,0.0368,
Kathleen,20:37:05,1,23,0.013000000000000001,
Jewon,20:37:19,1,19,0.0046,
Janarth,20:46:08,1,9,0.0012000000000000001,
Theja,20:46:32,1,32,0.024600000000000004,
Anise,20:47:04,2,11,0.0026,
jp,20:55:05,0,50,0.07640000000000001,
sam,20:55:29,2,5,0.0006000000000000001,
emily,20:56:05,0,49,0.07740000000000001,
markowo,20:56:39,1,18,0.0108,
Annie,21:09:24,1,6,0.0,
jake,21:09:33,0,35,0.0354,
jeff,21:17:35,0,27,0.012,
kristine,21:17:58,1,7,0.0008,
kpoo,21:25:22,0,19,0.0102,
