Sicheng,20:12:07,1,38,0.027200000000000002,
Alec,20:12:26,1,15,0.012400000000000001,
Julian,20:12:35,2,27,0.0282,
Joyce,20:35:14,0,60,0.1006,
Raven,20:35:26,0,59,0.07940000000000001,
Kevin L,20:35:40,1,11,0.002,
linda,20:35:54,1,19,0.010400000000000001,
melvin,20:35:58,1,23,0.0206,
Julia,20:36:26,1,1,0.0,
Ben,20:36:38,2,6,0.001,
Kathleen,20:37:05,1,13,0.002,
Jewon,20:37:19,1,9,0.0,
Janarth,20:46:08,0,49,0.048600000000000004,
Theja,20:46:32,1,22,0.0032,
Anise,20:47:04,2,1,0.0,
jp,20:55:05,0,40,0.0414,
sam,20:55:29,1,25,0.0162,
emily,20:56:05,0,39,0.041800000000000004,
markowo,20:56:39,1,8,0.0008,
Annie,21:09:24,0,25,0.0298,
jake,21:09:33,0,25,0.023600000000000003,
jeff,21:17:35,0,17,0.0034000000000000002,
kristine,21:17:58,0,17,0.01,
kpoo,21:25:22,0,9,0.003,
