Sicheng,20:12:07,1,21,0.009000000000000001,
Alec,20:12:26,0,65,0.07920000000000002,
Julian,20:12:35,2,10,0.003,
Joyce,20:35:14,0,43,0.04,
Raven,20:35:26,0,42,0.03760000000000001,
Kevin L,20:35:40,0,42,0.0696,
linda,20:35:54,1,2,0.0002,
melvin,20:35:58,1,6,0.0,
Julia,20:36:26,0,41,0.037599999999999995,
Ben,20:36:38,1,21,0.0178,
Kathleen,20:37:05,0,41,0.04660000000000001,
Jewon,20:37:19,0,40,0.044000000000000004,
Janarth,20:46:08,0,32,0.033,
Theja,20:46:32,1,5,0.0,
Anise,20:47:04,1,6,0.0,
jp,20:55:05,0,23,0.0184,
sam,20:55:29,1,8,0.0016,
emily,20:56:05,0,22,0.012400000000000001,
markowo,20:56:39,0,21,0.008,
Annie,21:09:24,0,8,0.0016,
jake,21:09:33,0,8,0.002,
jeff,21:17:35,0,0,0.0,
kristine,21:17:58,0,0,0.0,
