Sicheng,20:12:07,1,8,0.0018000000000000002,
Alec,20:12:26,0,52,0.05640000000000001,
Julian,20:12:35,1,26,0.022,
Joyce,20:35:14,0,30,0.0318,
Raven,20:35:26,0,29,0.022200000000000004,
Kevin L,20:35:40,0,29,0.035800000000000005,
linda,20:35:54,0,29,0.0206,
melvin,20:35:58,0,29,0.0158,
Julia,20:36:26,0,28,0.0162,
Ben,20:36:38,1,8,0.001,
Kathleen,20:37:05,0,28,0.027400000000000004,
Jewon,20:37:19,0,27,0.01,
Janarth,20:46:08,0,19,0.012600000000000002,
Theja,20:46:32,0,18,0.0108,
Anise,20:47:04,0,18,0.011600000000000001,
jp,20:55:05,0,10,0.0,
sam,20:55:29,0,9,0.0024000000000000002,
emily,20:56:05,0,9,0.0028,
markowo,20:56:39,0,8,0.0008,
