Sicheng,20:12:07,2,22,0.009800000000000001,
Alec,20:12:26,2,2,0.0,
Julian,20:12:35,2,52,0.07039999999999999,
Joyce,20:35:14,1,20,0.0108,
Raven,20:35:26,1,2,0.0,
Kevin L,20:35:40,1,36,0.026,
linda,20:35:54,2,17,0.005600000000000001,
melvin,20:35:58,2,11,0.0006000000000000001,
Kathleen,20:37:05,1,38,0.0182,
Jewon,20:37:19,1,34,0.019,
Janarth,20:46:08,1,24,0.01,
Theja,20:46:32,1,47,0.04800000000000001,
Anise,20:47:04,2,26,0.010600000000000002,
jp,20:55:05,1,4,0.0,
sam,20:55:29,2,20,0.003,
emily,20:56:05,0,64,0.1346,
markowo,20:56:39,1,33,0.028800000000000003,
Annie,21:09:24,1,21,0.006200000000000001,
jake,21:09:33,1,3,0.0002,
jeff,21:17:35,0,42,0.046599999999999996,
kristine,21:17:58,1,22,0.02,
kpoo,21:25:22,0,34,0.033600000000000005,
