Sicheng,20:12:07,1,29,0.014600000000000002,
Alec,20:12:26,1,6,0.0024000000000000002,
Julian,20:12:35,2,18,0.0064,
Joyce,20:35:14,0,51,0.0678,
Raven,20:35:26,0,50,0.04640000000000001,
Kevin L,20:35:40,1,2,0.0002,
linda,20:35:54,1,10,0.004,
melvin,20:35:58,1,14,0.0034000000000000002,
Julia,20:36:26,0,49,0.04699999999999999,
Ben,20:36:38,1,29,0.038,
Kathleen,20:37:05,1,4,0.0,
Jewon,20:37:19,0,48,0.06140000000000001,
Janarth,20:46:08,0,40,0.039400000000000004,
Theja,20:46:32,1,13,0.0,
Anise,20:47:04,1,14,0.009000000000000001,
jp,20:55:05,0,31,0.0348,
sam,20:55:29,1,16,0.0044,
emily,20:56:05,0,30,0.0224,
markowo,20:56:39,0,29,0.0126,
Annie,21:09:24,0,16,0.0058,
jake,21:09:33,0,16,0.009000000000000001,
jeff,21:17:35,0,8,0.0016,
kristine,21:17:58,0,8,0.001,
kpoo,21:25:22,0,0,0.0,
