Sicheng,20:12:07,2,3,0.0004,
Alec,20:12:26,1,21,0.012400000000000001,
Julian,20:12:35,2,33,0.0282,
Joyce,20:35:14,1,1,0.0,
Raven,20:35:26,0,65,0.10360000000000003,
Kevin L,20:35:40,1,17,0.002,
linda,20:35:54,1,25,0.019200000000000002,
melvin,20:35:58,1,29,0.0308,
Kathleen,20:37:05,1,19,0.0046,
Jewon,20:37:19,1,15,0.0046,
Janarth,20:46:08,1,5,0.0012000000000000001,
Theja,20:46:32,1,28,0.012800000000000002,
Anise,20:47:04,2,7,0.0006000000000000001,
jp,20:55:05,0,46,0.067,
sam,20:55:29,2,0,0.0,
emily,20:56:05,0,44,0.058800000000000005,
markowo,20:56:39,1,13,0.004200000000000001,
Annie,21:09:24,1,1,0.0,
jake,21:09:33,0,30,0.029200000000000004,
jeff,21:17:35,0,22,0.007000000000000001,
kristine,21:17:58,1,2,0.0,
kpoo,21:25:22,0,14,0.007000000000000001,
