Sicheng,20:12:07,2,19,0.009800000000000001,
Alec,20:12:26,1,37,0.034600000000000006,
Julian,20:12:35,2,49,0.07039999999999999,
Joyce,20:35:14,1,17,0.0072,
Raven,20:35:26,0,81,0.19260000000000005,
Kevin L,20:35:40,1,33,0.026,
linda,20:35:54,2,14,0.005600000000000001,
melvin,20:35:58,2,8,0.0006000000000000001,
Kathleen,20:37:05,1,35,0.0182,
Jewon,20:37:19,1,31,0.019,
Janarth,20:46:08,1,21,0.0058,
Theja,20:46:32,1,44,0.039200000000000006,
Anise,20:47:04,2,23,0.010600000000000002,
jp,20:55:05,1,0,0.0,
sam,20:55:29,2,16,0.003,
emily,20:56:05,0,60,0.12200000000000001,
markowo,20:56:39,1,29,0.028800000000000003,
Annie,21:09:24,1,17,0.006200000000000001,
jake,21:09:33,0,46,0.0686,
jeff,21:17:35,0,38,0.030799999999999998,
kristine,21:17:58,1,18,0.0122,
kpoo,21:25:22,0,30,0.033600000000000005,
