Sicheng,20:12:07,2,17,0.0028000000000000004,
Alec,20:12:26,1,35,0.034600000000000006,
Julian,20:12:35,2,47,0.07039999999999999,
Joyce,20:35:14,1,15,0.0072,
Raven,20:35:26,0,79,0.16080000000000003,
Kevin L,20:35:40,1,31,0.019799999999999998,
linda,20:35:54,2,12,0.0032,
melvin,20:35:58,2,6,0.0006000000000000001,
Kathleen,20:37:05,1,33,0.0182,
Jewon,20:37:19,1,29,0.0132,
Janarth,20:46:08,1,19,0.0058,
Theja,20:46:32,1,42,0.039200000000000006,
Anise,20:47:04,2,21,0.006200000000000001,
jp,20:55:05,0,60,0.12140000000000001,
sam,20:55:29,2,15,0.003,
emily,20:56:05,0,59,0.1102,
markowo,20:56:39,1,28,0.023200000000000002,
Annie,21:09:24,1,16,0.003,
jake,21:09:33,0,45,0.0596,
jeff,21:17:35,0,37,0.023399999999999997,
kristine,21:17:58,1,17,0.0088,
kpoo,21:25:22,0,29,0.033600000000000005,
